PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-01477,22/01/2023,2023,Q1,January,Blanket,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,76,0.0,5,73.64,EUR,6.4,03/02/2023,26/02/2023,23,No,35,IT,CC-002,Bob Smith,Sarah Mitchell,CON-9157,Spot,31/07/2022,16/05/2023,Pending,Pending,No Match,No,No,No,Local,67.8
PO-01478,30/12/2023,2023,Q4,December,Blanket,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,126,0.0,0,0.0,GBP,5.0,30/01/2024,15/02/2024,16,No,47,Operations,CC-003,Maya Hall,James O'Brien,CON-1647,Master Supply,17/01/2023,08/01/2024,Overdue,Paid,3-Way Match,No,No,Yes,Local,75.2
PO-01479,13/12/2024,2024,Q4,December,Blanket,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-31689,Training Material,HR & Training,Training Material,Box,79,0.0,20,2185.61,EUR,15.0,26/12/2024,29/12/2024,3,No,16,R&D,CC-008,Henry Martin,Priya Sharma,CON-7932,Master Supply,03/04/2024,31/03/2027,Overdue,Overdue,No Match,Yes,No,No,International,52.0
PO-01480,04/08/2022,2022,Q3,August,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,62,0.0,5,1021.7,GBP,15.9,15/09/2022,07/10/2022,22,No,64,Finance,CC-001,Alice Johnson,Tom Reynolds,CON-9725,Framework,17/11/2021,13/08/2024,Pending,Paid,2-Way Match,No,No,No,International,63.2
PO-01481,18/03/2022,2022,Q1,March,Contract,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,20,0.0,0,0.0,GBP,12.7,31/03/2022,09/04/2022,9,No,22,IT,CC-002,Bob Smith,James O'Brien,CON-8710,Long-term,24/04/2021,10/01/2024,Pending,Overdue,No Match,No,No,No,International,55.1
PO-01482,23/01/2022,2022,Q1,January,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-65578,Monitor,IT Hardware,Monitor,EA,80,0.0,5,937.88,GBP,6.5,16/02/2022,12/02/2022,-4,Yes,20,Procurement,CC-006,Frank Brown,Sarah Mitchell,CON-1340,Spot,05/07/2021,02/01/2022,Pending,Paid,3-Way Match,No,No,No,International,55.1
PO-01483,15/11/2023,2023,Q4,November,Contract,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,185,0.0,0,0.0,GBP,-26.3,04/12/2023,03/12/2023,-1,Yes,18,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,15/11/2023,15/12/2023,Paid,Overdue,3-Way Match,Yes,No,No,International,44.8
PO-01484,14/10/2024,2024,Q4,October,Blanket,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,189,0.0,5,4291.34,GBP,18.0,18/11/2024,16/11/2024,-2,Yes,33,Operations,CC-003,Maya Hall,Tom Reynolds,CON-2376,Master Supply,05/12/2023,12/09/2025,Overdue,Pending,2-Way Match,Yes,No,No,International,75.7
PO-01485,28/08/2022,2022,Q3,August,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,131,272.74,0,0.0,USD,18.7,25/10/2022,25/10/2022,0,Yes,58,Facilities,CC-009,Isla White,Lisa Chen,CON-1501,Long-term,05/11/2021,07/03/2024,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-01486,08/08/2022,2022,Q3,August,Standard,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,50,182.7,0,0.0,EUR,24.8,02/09/2022,29/08/2022,-4,Yes,21,Operations,CC-003,Clara Davies,Sarah Mitchell,CON-5569,Spot,05/10/2021,15/10/2022,Pending,Pending,2-Way Match,Yes,No,No,International,44.8
PO-01487,20/04/2024,2024,Q2,April,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,14,0.0,20,1459.02,GBP,3.6,24/05/2024,23/05/2024,-1,Yes,33,Finance,CC-001,Alice Johnson,Priya Sharma,CON-6705,Spot,30/12/2023,17/05/2026,Paid,Pending,2-Way Match,No,Yes,Yes,International,77.2
PO-01488,23/11/2024,2024,Q4,November,Blanket,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,129,21542.48,20,38776.47,EUR,27.6,08/12/2024,31/12/2024,23,No,38,Operations,CC-003,Clara Davies,Sarah Mitchell,CON-1512,Framework,04/04/2024,08/12/2026,Pending,On Hold,3-Way Match,No,No,No,International,52.0
PO-01489,20/05/2022,2022,Q2,May,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,177,0.0,20,5254.42,EUR,-30.4,11/06/2022,06/06/2022,-5,Yes,17,IT,CC-002,Leo Walker,Priya Sharma,CON-7698,Long-term,09/04/2022,23/03/2024,Disputed,Paid,2-Way Match,No,No,No,International,41.5
PO-01490,08/09/2023,2023,Q3,September,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,141,0.0,0,0.0,GBP,4.4,20/09/2023,19/09/2023,-1,Yes,11,Finance,CC-001,Alice Johnson,Tom Reynolds,NO-CONTRACT,Spot,08/09/2023,08/10/2023,Pending,Pending,2-Way Match,Yes,No,No,International,44.8
PO-01491,07/08/2024,2024,Q3,August,Standard,Disputed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,145,52889.26,5,14985.29,GBP,27.4,02/10/2024,04/10/2024,2,No,58,Finance,CC-001,Karen Clark,Sarah Mitchell,NO-CONTRACT,Spot,07/08/2024,06/09/2024,Disputed,On Hold,3-Way Match,No,No,No,International,80.5
PO-01492,21/10/2024,2024,Q4,October,Contract,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,147,0.0,5,1092.72,USD,2.5,02/11/2024,02/12/2024,30,No,42,Marketing,CC-004,David Lee,Sarah Mitchell,NO-CONTRACT,Spot,21/10/2024,20/11/2024,Disputed,Paid,2-Way Match,No,No,Yes,International,41.6
PO-01493,02/01/2024,2024,Q1,January,Emergency,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,32,0.0,5,1789.1,JPY,13.6,06/02/2024,01/02/2024,-5,Yes,30,Marketing,CC-004,David Lee,James O'Brien,NO-CONTRACT,Spot,02/01/2024,01/02/2024,Pending,Pending,No Match,No,No,No,International,50.9
PO-01494,28/02/2022,2022,Q1,February,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,81,0.0,20,59285.52,GBP,14.9,09/03/2022,06/03/2022,-3,Yes,6,IT,CC-002,Bob Smith,Sarah Mitchell,CON-1442,Master Supply,14/02/2022,05/09/2023,Paid,Pending,3-Way Match,No,No,No,International,41.5
PO-01495,09/03/2022,2022,Q1,March,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,80,0.0,20,552.96,USD,-24.2,11/04/2022,19/04/2022,8,No,41,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-3229,Spot,04/08/2021,02/06/2022,Paid,On Hold,2-Way Match,No,No,No,International,55.1
PO-01496,30/09/2023,2023,Q3,September,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,85,0.0,5,4196.15,AUD,16.4,25/10/2023,24/10/2023,-1,Yes,24,Operations,CC-003,Clara Davies,Lisa Chen,CON-9746,Framework,15/05/2023,31/03/2026,Pending,Pending,2-Way Match,No,No,No,International,55.1
PO-01497,28/01/2023,2023,Q1,January,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,90,0.0,20,500.22,EUR,6.3,14/03/2023,11/03/2023,-3,Yes,42,Facilities,CC-009,Isla White,Lisa Chen,NO-CONTRACT,Spot,28/01/2023,27/02/2023,Overdue,Paid,2-Way Match,No,No,Yes,International,77.2
PO-01498,07/11/2024,2024,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,76,16136.32,5,7261.34,EUR,15.2,12/12/2024,10/12/2024,-2,Yes,33,HR,CC-005,Emma Wilson,Priya Sharma,CON-5334,Master Supply,21/10/2024,26/02/2026,Overdue,Paid,2-Way Match,No,No,No,International,52.0
PO-01499,05/10/2022,2022,Q4,October,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,172,0.0,5,41565.35,GBP,17.0,16/11/2022,12/12/2022,26,No,68,Facilities,CC-009,Isla White,Priya Sharma,CON-5755,Long-term,25/09/2022,09/11/2024,Paid,Overdue,3-Way Match,No,No,No,International,63.2
PO-01500,09/01/2024,2024,Q1,January,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,24,134.65,0,0.0,AUD,17.5,08/03/2024,13/03/2024,5,No,64,IT,CC-002,Leo Walker,Priya Sharma,CON-8214,Master Supply,20/06/2023,04/05/2024,Disputed,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-01501,12/09/2022,2022,Q3,September,Emergency,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,16,0.0,0,0.0,AUD,16.1,05/11/2022,04/11/2022,-1,Yes,53,Finance,CC-001,Karen Clark,Lisa Chen,CON-9702,Spot,29/04/2022,02/04/2023,Pending,Paid,3-Way Match,No,No,No,International,41.5
PO-01502,19/10/2024,2024,Q4,October,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,87,1358.51,5,611.33,EUR,22.3,15/11/2024,15/11/2024,0,Yes,27,R&D,CC-008,Henry Martin,Lisa Chen,CON-3839,Long-term,13/07/2024,22/01/2027,Pending,Paid,2-Way Match,No,No,No,International,80.5
PO-01503,22/10/2022,2022,Q4,October,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,38,515.81,5,232.12,GBP,3.9,04/12/2022,17/12/2022,13,No,56,HR,CC-005,Olivia King,Tom Reynolds,CON-2677,Long-term,27/03/2022,05/01/2025,Paid,Pending,3-Way Match,No,No,Yes,International,41.4
PO-01504,08/03/2024,2024,Q1,March,Standard,Open,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-76104,ERP License,IT Software,ERP License,EA,97,0.0,0,0.0,AUD,-3.2,04/04/2024,09/04/2024,5,No,32,Operations,CC-003,Maya Hall,Tom Reynolds,CON-3653,Framework,08/07/2023,07/03/2026,Pending,Overdue,2-Way Match,No,No,Yes,International,77.2
PO-01505,13/12/2024,2024,Q4,December,Contract,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,70,0.0,20,6919.08,EUR,6.4,31/12/2024,27/12/2024,-4,Yes,14,HR,CC-005,Olivia King,James O'Brien,NO-CONTRACT,Spot,13/12/2024,12/01/2025,Pending,Pending,No Match,No,No,No,International,55.1
PO-01506,19/01/2023,2023,Q1,January,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-76104,ERP License,IT Software,ERP License,EA,98,0.0,5,27128.26,GBP,16.2,05/02/2023,05/02/2023,0,Yes,17,IT,CC-002,Leo Walker,Lisa Chen,CON-7269,Spot,01/10/2022,10/09/2025,Paid,Paid,No Match,No,No,Yes,International,77.2
PO-01507,31/12/2023,2023,Q4,December,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,143,0.0,0,0.0,EUR,-17.5,28/01/2024,23/01/2024,-5,Yes,23,Marketing,CC-004,Nathan Young,Tom Reynolds,CON-4731,Framework,26/10/2023,09/01/2026,Paid,On Hold,2-Way Match,No,No,No,International,63.2
PO-01508,25/11/2024,2024,Q4,November,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,96,0.0,20,8477.18,GBP,2.5,03/01/2025,03/01/2025,0,Yes,39,Finance,CC-001,Alice Johnson,James O'Brien,NO-CONTRACT,Spot,25/11/2024,25/12/2024,Pending,Paid,3-Way Match,Yes,No,No,International,75.7
PO-01509,26/07/2023,2023,Q3,July,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,198,0.0,0,0.0,USD,6.4,20/09/2023,20/10/2023,30,No,86,Sales,CC-010,Jack Harris,Lisa Chen,CON-6747,Framework,03/12/2022,04/06/2024,Pending,Paid,2-Way Match,No,No,Yes,International,52.3
PO-01510,12/12/2024,2024,Q4,December,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,73,10034.51,5,4515.53,GBP,18.0,05/02/2025,05/02/2025,0,Yes,55,Marketing,CC-004,David Lee,Sarah Mitchell,NO-CONTRACT,Spot,12/12/2024,11/01/2025,Paid,Paid,2-Way Match,No,No,No,International,41.5
PO-01511,19/09/2024,2024,Q3,September,Standard,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,2,0.0,20,15.39,GBP,-23.6,26/09/2024,16/10/2024,20,No,27,R&D,CC-008,Henry Martin,Tom Reynolds,CON-7403,Long-term,06/11/2023,26/02/2025,Pending,Pending,2-Way Match,Yes,No,No,International,52.0
PO-01513,10/08/2023,2023,Q3,August,Standard,Disputed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,9,0.0,20,2053.84,JPY,12.9,10/09/2023,27/09/2023,17,No,48,Marketing,CC-004,Nathan Young,Priya Sharma,CON-8315,Spot,27/09/2022,11/06/2023,Pending,On Hold,3-Way Match,No,No,No,International,41.5
PO-01514,06/11/2022,2022,Q4,November,Contract,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,61,0.0,5,493.8,JPY,-32.3,24/11/2022,22/11/2022,-2,Yes,16,Operations,CC-003,Clara Davies,Priya Sharma,CON-2794,Long-term,23/06/2022,19/12/2023,Overdue,Pending,2-Way Match,No,No,No,International,80.5
PO-01515,21/05/2023,2023,Q2,May,Contract,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-31531,Spare Parts Kit,Maintenance,Spare Parts Kit,EA,1,0.0,5,21.7,GBP,14.1,17/06/2023,12/06/2023,-5,Yes,22,R&D,CC-008,Henry Martin,Priya Sharma,CON-3923,Long-term,30/05/2022,21/07/2024,Paid,On Hold,2-Way Match,Yes,No,No,International,44.8
PO-01516,22/11/2022,2022,Q4,November,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,94,0.0,5,138.27,AUD,-3.3,06/12/2022,02/12/2022,-4,Yes,10,Operations,CC-003,Maya Hall,Priya Sharma,CON-9289,Spot,26/01/2022,19/11/2022,Paid,Paid,3-Way Match,No,No,Yes,International,52.3
PO-01517,10/02/2022,2022,Q1,February,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-65578,Monitor,IT Hardware,Monitor,EA,138,0.0,20,15527.48,EUR,13.7,28/02/2022,07/03/2022,7,No,25,HR,CC-005,Emma Wilson,Sarah Mitchell,CON-5028,Long-term,21/08/2021,18/12/2023,Pending,Paid,3-Way Match,No,No,No,International,63.2
PO-01518,27/06/2024,2024,Q2,June,Blanket,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-64827,Print Material,Marketing,Print Material,Box,12,0.0,0,0.0,JPY,11.9,08/07/2024,05/07/2024,-3,Yes,8,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,27/06/2024,27/07/2024,Paid,Pending,2-Way Match,No,No,No,International,41.5
PO-01519,25/09/2023,2023,Q3,September,Blanket,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,22,0.0,20,446.95,JPY,-20.2,15/10/2023,14/11/2023,30,No,50,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-6861,Long-term,28/09/2022,09/08/2024,Pending,Pending,No Match,No,No,No,International,80.5
PO-01520,24/10/2024,2024,Q4,October,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,139,0.0,5,1403.9,GBP,3.4,30/11/2024,27/11/2024,-3,Yes,34,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,24/10/2024,23/11/2024,Pending,Overdue,2-Way Match,No,No,Yes,International,41.4
PO-01521,19/12/2022,2022,Q4,December,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,148,232.43,20,883.25,USD,22.5,03/01/2023,29/12/2022,-5,Yes,10,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-3013,Master Supply,10/10/2022,13/02/2025,Pending,Pending,No Match,No,No,No,International,55.1
PO-01522,21/12/2023,2023,Q4,December,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-64827,Print Material,Marketing,Print Material,Box,171,0.0,20,8390.97,EUR,19.3,19/01/2024,17/01/2024,-2,Yes,27,Legal,CC-007,Grace Taylor,Lisa Chen,CON-4779,Framework,01/11/2023,14/06/2025,Pending,Pending,2-Way Match,Yes,No,No,International,75.7
PO-01524,29/11/2024,2024,Q4,November,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,37,0.0,5,3243.42,GBP,16.0,04/12/2024,07/12/2024,3,No,8,Facilities,CC-009,Isla White,Priya Sharma,CON-7785,Master Supply,30/01/2024,21/11/2026,Pending,Paid,2-Way Match,No,No,No,International,55.1
PO-01525,19/07/2023,2023,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,111,0.0,0,0.0,USD,7.1,29/07/2023,26/07/2023,-3,Yes,7,IT,CC-002,Bob Smith,Lisa Chen,CON-4916,Master Supply,09/07/2023,25/03/2024,Paid,Overdue,3-Way Match,No,No,No,International,89.1
PO-01526,26/12/2023,2023,Q4,December,Standard,Disputed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,82,0.0,20,210.74,GBP,8.0,25/01/2024,20/01/2024,-5,Yes,25,Marketing,CC-004,David Lee,James O'Brien,CON-5144,Spot,08/05/2023,28/10/2025,Pending,Overdue,3-Way Match,No,No,No,International,63.2
PO-01527,14/02/2023,2023,Q1,February,Emergency,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,102,810.44,20,918.5,JPY,24.1,02/04/2023,28/04/2023,26,No,73,IT,CC-002,Leo Walker,Lisa Chen,CON-9801,Long-term,11/03/2022,21/05/2023,Pending,On Hold,No Match,No,No,No,International,44.8
PO-01528,09/09/2022,2022,Q3,September,Emergency,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,189,0.0,5,77483.48,JPY,17.9,03/10/2022,03/10/2022,0,Yes,24,Operations,CC-003,Clara Davies,Lisa Chen,NO-CONTRACT,Spot,09/09/2022,09/10/2022,Overdue,Pending,No Match,No,No,No,Local,67.8
PO-01529,12/01/2024,2024,Q1,January,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,124,0.0,20,1750.88,GBP,18.3,09/03/2024,14/03/2024,5,No,62,HR,CC-005,Olivia King,James O'Brien,CON-1952,Spot,31/01/2023,30/12/2025,Paid,Paid,No Match,Yes,No,No,International,44.8
PO-01530,12/09/2022,2022,Q3,September,Blanket,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,163,0.0,5,10023.2,GBP,15.8,08/11/2022,05/12/2022,27,No,84,HR,CC-005,Emma Wilson,James O'Brien,CON-3465,Framework,26/07/2022,26/02/2024,Paid,Pending,3-Way Match,No,No,No,International,41.5
PO-01533,19/02/2023,2023,Q1,February,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,25,0.0,0,0.0,GBP,6.9,09/04/2023,05/04/2023,-4,Yes,45,Marketing,CC-004,Nathan Young,James O'Brien,CON-4614,Long-term,11/07/2022,05/01/2024,Paid,Paid,No Match,No,No,No,International,75.7
PO-01534,23/11/2023,2023,Q4,November,Standard,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,25,0.0,5,835.19,GBP,10.2,10/01/2024,06/01/2024,-4,Yes,44,Operations,CC-003,Maya Hall,Lisa Chen,CON-3089,Spot,24/08/2023,07/06/2025,Pending,Pending,2-Way Match,No,No,No,International,63.2
PO-01536,30/03/2022,2022,Q1,March,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,114,0.0,0,0.0,USD,13.1,24/04/2022,16/05/2022,22,No,47,HR,CC-005,Emma Wilson,Tom Reynolds,NO-CONTRACT,Spot,30/03/2022,29/04/2022,Pending,Pending,No Match,Yes,Yes,No,International,75.7
PO-01537,12/03/2024,2024,Q1,March,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,1,0.0,5,1.04,GBP,-21.9,30/03/2024,28/03/2024,-2,Yes,16,Marketing,CC-004,David Lee,Tom Reynolds,CON-7855,Framework,04/11/2023,29/09/2024,Pending,On Hold,3-Way Match,No,Yes,No,Local,67.8
PO-01538,04/11/2022,2022,Q4,November,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,62,0.0,5,1955.11,USD,12.0,11/12/2022,09/12/2022,-2,Yes,35,Finance,CC-001,Karen Clark,James O'Brien,NO-CONTRACT,Spot,04/11/2022,04/12/2022,Overdue,Pending,No Match,No,Yes,No,International,75.7
PO-01539,30/03/2022,2022,Q1,March,Blanket,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,36,0.0,20,24936.26,EUR,17.9,04/05/2022,02/05/2022,-2,Yes,33,Legal,CC-007,Grace Taylor,Priya Sharma,CON-2975,Long-term,05/01/2022,21/01/2024,Pending,Overdue,No Match,No,No,No,International,52.0
PO-01540,20/03/2023,2023,Q1,March,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,195,0.0,20,53.82,USD,-13.1,29/03/2023,08/04/2023,10,No,19,IT,CC-002,Leo Walker,Tom Reynolds,NO-CONTRACT,Spot,20/03/2023,19/04/2023,Paid,Paid,3-Way Match,No,No,No,Local,67.8
